"code","country","year","prev_sfi","prev_msfi","n_msfi","n_sfi","oecd_food_aid","oecd_tot_aid","cpi","food_exp_shr_merch","food_imp_shr_merch","food_prod","fdi_netin","gdp","gdp_grw","gdp_pc_grw","gdp_pc","infl","remmit_gdp","pop_growth","pop","log_gdp","log_gdp_pc","gov_score","e_pt_coup","subreg","reg","disast_affect","prec_z","net_dens","food_exp","food_imp","ad_sdg2_aid","ad_sdg2_proj","ad_tot_aid","ad_tot_proj","ad_exc2_aid","ad_exc2_proj","fight","oecd_dnr","social.infrastructure.and.services","health","production.sectors","agriculture..forestry..fishing","agriculture","forestry","fishing","industry..mining..construction","sector.allocable","food.security.policy.and.administrative.management","household.food.security.programmes","food.safety.and.quality","cntr.x","gdp_deflate_2015","gdp_deflate_2020","cntr.y","dod_totl_gd_zs_Central.government.debt..total....of.GDP.","prm_uner_zs_Children.out.of.school....of.primary.school.age.","xpd_chex_gd_zs_Current.health.expenditure....of.GDP.","clc_mdat_zs_Droughts..floods..extreme.temperatures....of.population..average.1990.2009.","exp_gnfs_zs_Exports.of.goods.and.services....of.GDP.","exp_gnfs_kd_zg_Exports.of.goods.and.services..annual...growth.","exp_gnfs_kd_Exports.of.goods.and.services..constant.2015.US..","exp_gnfs_kn_Exports.of.goods.and.services..constant.LCU.","hou_fema_zs_Female.headed.households....of.households.with.a.female.head.","klt_dinv_cd_Foreign.direct.investment..net..BoP..current.US..","gdp_mktp_kn_GDP..constant.LCU.","gdp_defl_zs_GDP.deflator..base.year.varies.by.country.","gdp_defl_zs_ad_GDP.deflator..linked.series..base.year.varies.by.country.","gdp_pcap_pp_kd_GDP.per.capita..PPP..constant.2021.international...","gdp_mktp_pp_kd_GDP..PPP..constant.2021.international...","pov_gini_Gini.index","hiv_incd_tl_p3_Incidence.of.HIV..all..per.1.000.uninfected.population.","mlr_incd_p3_Incidence.of.malaria..per.1.000.population.at.risk.","dst_frst_10_Income.share.held.by.lowest.10.","dst_04th_20_Income.share.held.by.fourth.20.","dst_10th_10_Income.share.held.by.highest.10.","dst_05th_20_Income.share.held.by.highest.20.","dst_frst_20_Income.share.held.by.lowest.20.","dst_03rd_20_Income.share.held.by.third.20.","dst_02nd_20_Income.share.held.by.second.20.","gdp_defl_kd_zg_Inflation..GDP.deflator..annual...","gdp_defl_kd_zg_ad_Inflation..GDP.deflator..linked.series..annual...","dyn_le00_ma_in_Life.expectancy.at.birth..male..years.","dyn_le00_in_Life.expectancy.at.birth..total..years.","dyn_le00_fe_in_Life.expectancy.at.birth..female..years.","dyn_imrt_in_Mortality.rate..infant..per.1.000.live.births.","dyn_mort_Mortality.rate..under.5..per.1.000.live.births.","oda_oatl_kd_Net.official.aid.received..constant.2021.US..","oda_alld_kd_Net.official.development.assistance.and.official.aid.received..constant.2021.US..","oda_odat_kd_Net.official.development.assistance.received..constant.2021.US..","pov_dday_Poverty.headcount.ratio.at..2.15.a.day..2017.PPP.....of.population.","pov_umic_Poverty.headcount.ratio.at..6.85.a.day..2017.PPP.....of.population.","pov_lmic_Poverty.headcount.ratio.at..3.65.a.day..2017.PPP.....of.population.","pov_nahc_Poverty.headcount.ratio.at.national.poverty.lines....of.population.","pov_sopo_Poverty.headcount.ratio.at.societal.poverty.line....of.population.","dst_50md_Proportion.of.people.living.below.50.percent.of.median.income....","gdp_totl_rt_zs_Total.natural.resources.rents....of.GDP.","Var.84","Data.from.database..World.Development.Indicators","Last.Updated..11.13.2024","ec_dwntrn","cntr","e_pt_coup_attempts","e_autoc","e_democ","e_p_polity","e_polcomp","e_polity2","e_regiongeo","e_regionpol","e_regionpol_6C","e_regionpol_7C","Number_of_Events.x","Area.x","Average.dietary.energy.supply.adequacy..percent...3.year.average.","Dietary.energy.supply.used.in.the.estimation.of.prevalence.of.undernourishment..kcal.cap.day.","Prevalence.of.undernourishment..percent...3.year.average.","Prevalence.of.severe.food.insecurity.in.the.male.adult.population..percent...3.year.average.","Prevalence.of.severe.food.insecurity.in.the.female.adult.population..percent...3.year.average.","Prevalence.of.moderate.or.severe.food.insecurity.in.the.male.adult.population..percent...3.year.average.","Prevalence.of.moderate.or.severe.food.insecurity.in.the.female.adult.population..percent...3.year.average.","Number.of.severely.food.insecure.male.adults..million...3.year.average.","Number.of.severely.food.insecure.female.adults..million...3.year.average.","Number.of.moderately.or.severely.food.insecure.male.adults..million...3.year.average.","Number.of.moderately.or.severely.food.insecure.female.adults..million...3.year.average.","Value.of.food.imports.in.total.merchandise.exports..percent...3.year.average.","Percentage.of.children.under.5.years.affected.by.wasting..percent.","Number.of.children.under.5.years.affected.by.wasting..million.","Percentage.of.children.under.5.years.of.age.who.are.stunted..modelled.estimates...percent.","Number.of.children.under.5.years.of.age.who.are.stunted..modeled.estimates...million.","Percentage.of.children.under.5.years.of.age.who.are.overweight..modelled.estimates...percent.","Number.of.children.under.5.years.of.age.who.are.overweight..modeled.estimates...million.","Area.y","Prevalence.of.unaffordability..PUA...percent","Number.of.people.unable.to.afford.a.healthy.diet..NUA...million","country.x","bd_best","bd_high","bd_low","Number_of_Events.y","Category","Total.Four.wheeled.Vehicles.in.Use.Rate.by.Network","Entity","Annual.precipitation","country.y","na_prev","change_msfi","change_sfi","change_abs_msfi","change_abs_sfi","ad_sdg2_aid_gdp","ad_exc2_aid_gdp","ad_sdg2_aid_lag","ad_exc2_aid_lag","ad_sdg2_aid_gdp_lag","ad_exc2_aid_gdp_lag","food_imp_gdp","food_exp_gdp","food_imp_net","food_imp_net_gdp"
"GHA","Ghana",2020,6,38.2,12,1.9,19386.668,609971.883,305.983066637367,NA,NA,122.4,2.67804119732377,62786037290.3279,0.513941670628171,-1.5416365263868,1951.06447835525,9.88728956269944,6.1275944041233,2.06626880077022,32.180401,24.8629985495589,7.57613038895207,0.00387866199016571,0,"Sub-Saharan Africa","Africa",5.29831736654804,-0.940001404361743,0.154711823022546,0,0,123.924487290653,280,2678714602,2443,1470.06731238084,2163,0,"DAC",230963.005,56440.56,85696.929,74911.114,70303.789,3430.139,1177.186,8332.472,554562.811,337.418,42.883,NA,"Ghana",140.365680197901,235.885527920074,"Ghana",NA,11.9552202224731,4.01752424,NA,31.5254204867115,-12.7897236643658,22316225146.2964,49257409900,NA,-1333368957.17555,166157176600,235.885527920074,235.885527920074,6354.37972865227,204486487774.301,NA,0.71,162.438005742626,NA,NA,NA,NA,NA,NA,NA,9.36557496583738,9.36557496583738,61.9,64.114,66.385,33.4,45.3,NA,2339939941.40625,2339939941.40625,NA,NA,NA,NA,NA,NA,8.48657958474163,NA,NA,NA,1,"Ghana",0,NA,NA,NA,NA,NA,6,4,4,4,2,"Ghana",131,3042,6.9,6,6.1,36.4,40,0.6,0.6,3.5,4,14,NA,NA,14.2,0.6,2,0.1,"Ghana",63.6,20.3,NA,NA,NA,NA,NA,NA,NA,"Ghana",1019.4077,"Ghana",0,0.0329113924050632,0.0322580645161291,0.0163934426229508,0,0.197375869920912,2.34139209261309,101.826738683743,618.893381731156,0.163014060359321,0.990784192733982,0,0,0,0
"GMB","Gambia",2020,25.7,56,1.4,0.6,1946.639,41341.102,182.975555086968,88.3215858475815,28.8139237329338,63.22,10.4612755737217,1687449652.95674,0.591487287873974,-1.95308366905797,655.576119206423,5.93127636562441,22.9790072609688,2.56215324974841,2.573995,21.246484144981,6.4855144203466,-0.513312739133835,0,"Sub-Saharan Africa","Africa",1e-20,2.13016909140238,0.39,4748,203627000,11.9451617697267,56,331912134,566,243.140436164048,510,0,"DAC",34676.749,26461.219,730.942,380.991,119.358,NA,261.633,342.521,37031.584,NA,NA,NA,"Gambia, The",115.438683908243,150.206441416124,"Gambia, The",NA,23.042200088501,3.72824287,NA,9.62179188685386,-19.9900000737498,359387501.585498,10599322900,22,-193060000,62134358700,150.206441416124,150.206441416124,2641.15259591451,6798313576.12098,38.8,0.64,81.9337255899875,2.6,21.8,30.5,45.6,6.6,15.2,10.9,2.18875895856547,2.18875895856547,61.023,62.612,64.235,34.5,48.9,NA,319910003.662109,319910003.662109,17.2,80.6,47,53.4,35.9,12.7,3.03439304457224,NA,NA,NA,1,"Gambia, The",0,NA,NA,NA,NA,NA,6,4,4,4,NA,"Gambia",109,2454,15.9,27,24.5,56.9,55,0.2,0.2,0.4,0.4,291,5.1,NA,15,0.1,1.9,NA,"Gambia",43.2,1.1,NA,NA,NA,NA,NA,"Gambia, The",NA,"Gambia",944.0718,"Gambia",0,-0.0313075506445673,-0.0447154471544715,-0.0769230769230768,0,0.707882558083817,14.4087520322765,10.0590356633376,189.332987584624,0.599634695046419,11.2864326235884,0.120671452119004,2.81371357757583e-06,203622252,12.0668638405427
"GNB","Guinea-Bissau",2020,8.5,62,1.2,0.2,3806.43,33616.072,114.003069434827,NA,NA,116.72,1.38046681493534,1399546349.72358,1.50000000000006,-0.784498727073895,694.278653597221,1.14000939393213,11.5054726795634,2.27645335668636,2.015828,21.0594139851449,6.54287339807158,-1.19337103366852,0,"Sub-Saharan Africa","Africa",1e-20,3.09494272010799,0.192173036666274,2596810.37634205,2311383335.28327,13.8196660597309,65,158878910,576,136.392677829542,511,0,"DAC",25324.083,3583.934,1862.793,1609.379,1407.167,15.046,187.166,253.056,28654.436,35.866,NA,NA,"Guinea-Bissau",100,105.769543225499,"Guinea-Bissau",NA,NA,9.02139282,NA,23.2177401570215,-9.99972742883621,335098240.901181,1.98114e+11,NA,-20675433.2223756,827428173849.779,105.769543225499,105.769543225499,2188.68100509438,4412004453.13739,NA,0.7,90.4898632224575,NA,NA,NA,NA,NA,NA,NA,-1.00000832006856,-1.00000832006856,57.612,59.999,62.265,51.5,77,NA,156080001.831055,156080001.831055,NA,NA,NA,NA,NA,NA,11.1515860354561,NA,NA,NA,1,"Guinea-Bissau",0,NA,NA,NA,NA,NA,6,4,4,4,NA,"Guinea-Bissau",97,2162,30.7,8.5,8.5,62,62,NA,NA,0.3,0.4,56,NA,NA,28.2,0.1,3.1,NA,"Guinea-Bissau",62.6,1.3,NA,NA,NA,NA,NA,NA,NA,"Guinea-Bissau",1779.4161,NA,0,-0.0032362459546926,-0.0240963855421686,0,0,0.987438969953399,9.74549202007354,11.1889382070057,111.442424323763,0.811460962500734,8.08219468479632,1.65152324947279,0.00185546579207966,2308786524.90693,164.966778368071
"GRD","Grenada",2020,8.3,23.6,NA,NA,NA,3144.218,107.268330431284,81.4275916560012,24.5585861333435,89.78,13.5399655457294,978809798.804488,-13.7566222572107,-14.4114869434991,7915.13871412215,-0.740732597045498,6.75004453353317,0.762219229220411,0.123663,20.7018479005212,8.97653249763497,0.250248984852806,0,"Latin America and the Caribbean","Americas",1e-20,0.313828064732845,0.918252386035641,5144,92538000,2.23762036330196,5,77635091,107,70.5908045908448,102,0,"DAC",1208.78,158.801,1535.268,1531.26,4.008,NA,1527.252,4.008,3144.218,NA,NA,NA,"Grenada",123.08001810592,131.20328239902,"Grenada",NA,NA,5.55900049,NA,NA,NA,NA,NA,NA,-163935542.863276,2147210000,131.20328239902,131.20328239902,13788.9066543378,1705177563.59537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.299985587376284,-0.299985587376284,72.208,74.924,77.869,14.3,15.9,NA,73900001.5258789,73900001.5258789,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,"Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grenada",NA,NA,NA,8.3,8.3,23.6,23.6,NA,NA,NA,NA,339,NA,NA,NA,NA,NA,NA,"Grenada",23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grenada",0,0,0,NA,NA,0.228606248735452,7.21190211592323,0.32494657094099,30.2198500468321,0.0286311905521552,2.66268476889245,0.0945413502327268,5.25536218199169e-06,92532856,9.45360948705449
"GTM","Guatemala",2020,19.2,49.6,8.5,3.3,22797.577,326433.862,147.515518254925,51.4249120220935,17.6939473651915,105.99,1.29237508091971,69526185112.429,-1.79185769458479,-3.27332196778804,4124.14353853545,3.21444062197345,14.6759471578726,1.51998785357799,16.858333,24.964969282767,8.3246136501896,-0.718950259685517,0,"Latin America and the Caribbean","Americas",9.90698144179038,1.71023190687799,0.17,6133487,3249113000,73.5445369372757,238,1220314327,1759,1008.73344441044,1521,0,"DAC",182817.633,19600.344,24805.454,20812.776,19471.673,1341.103,NA,3892.524,272757.691,100.483,1177.933,NA,"Guatemala",105.155764394121,118.567584362186,"Guatemala",NA,9.19867992401123,6.46693325,NA,16.3445130546925,-7.52571242759511,11829865639.0941,96624384900,NA,-782620480,506115939300,118.567584362186,118.567584362186,11376.5694734708,191789996581.405,NA,0.06,0.0946788863718326,NA,NA,NA,NA,NA,NA,NA,2.87326020166152,2.87326020166152,68.258,71.797,75.545,20.1,23.7,NA,500660003.662109,500660003.662109,NA,NA,NA,NA,NA,NA,1.35250209053897,NA,NA,NA,0,"Guatemala",0,NA,NA,NA,NA,NA,17,2,2,2,2,"Guatemala",120,2712,14.1,17.2,21.2,44.7,54.7,1,1.2,2.5,3.2,23,NA,NA,44.2,0.9,4.7,0.1,"Guatemala",48,8.3,NA,NA,NA,NA,NA,"Guatemala",128.22,"Guatemala",2200.9822,"Guatemala",0,-0.0973451327433628,-0.0607734806629833,-0.118421052631579,-0.064516129032258,0.105779623631512,1.45086839264839,64.1250056856905,433.526273200467,0.0905787894666186,0.612370862327043,0.0467322203101744,8.82183739850201e-05,3242979513,4.66440019361894
"HND","Honduras",2020,14.6,45.6,4.5,1.5,470.065,227767.498,155.558919246197,61.518035542138,21.8138196110535,106.55,1.0106822391556,22156260473.8169,-8.96508223267296,-10.4305071089027,2188.97246199273,3.46841177951184,23.9319582167015,1.622836376932,10.121763,23.8213859334039,7.69118751726682,-0.751455813646316,0,"Latin America and the Caribbean","Americas",9.78131991856192,1.56346895638492,0.15,2468913,1726801000,59.3774835775681,153,1698172408,1537,1379.00297158155,1384,0,"DAC",126322.793,15974.67,21039.691,16594.65,14483.143,1940.585,170.922,3688.413,180233.301,1640.571,130.241,NA,"Honduras",242.195643894361,285.939619329505,"Honduras",NA,19.600980758667,9.03509808,NA,35.8751401030378,-21.0263306860283,8103863603.35679,93194300000,NA,-373027854.89224,200756300000,285.939619329505,285.939619329505,5602.08872118394,56703014340.7969,NA,0.05,0.119760583541624,NA,NA,NA,NA,NA,NA,NA,3.40198228348704,3.40198228348704,69.126,71.462,73.987,14.7,17.1,NA,1256500000,1256500000,NA,NA,NA,NA,NA,NA,1.23326098347167,NA,NA,NA,0,"Honduras",0,NA,NA,NA,NA,NA,17,2,2,2,1,"Honduras",114,2618,14,14.2,15,44.3,47,0.5,0.5,1.5,1.6,17,NA,NA,18.4,0.2,4.9,0.1,"Honduras",43.4,4.4,NA,NA,NA,NA,NA,"Honduras",72.81,"Honduras",2003.6831,"Honduras",0,-0.114914425427873,-0.0428571428571428,-0.125,-0.0714285714285715,0.267994157442486,6.22398790270217,55.7545685257436,491.90126289228,0.229082546077302,2.02110780697681,0.0779373848777704,0.000111431845771882,1724332087,7.78259530319986
"HTI","Haiti",2020,48.8,82.7,9.2,5.4,10259.708,494249.824,261.341632995889,NA,NA,74.19,0.17231607778598,14973407477.2561,-3.30550546965893,-4.55718543669329,1324.28327669834,22.7963113642528,22.4512536627714,1.30291995864045,11.306801,23.4295416298675,7.18862666882203,-1.31780034303665,0,"Latin America and the Caribbean","Americas",1e-20,-0.638086374846055,0.262171467734929,1285085.82764455,1205803121.7228,63.914085474846,342,927427992,1944,401.156818901066,1602,1,"DAC",318499.598,45750.334,30439.025,28555.146,27857.58,697.566,NA,1477.38,403330.927,47.748,630.509,NA,"Haiti",116.226670353091,231.775126089776,"Haiti",NA,NA,3.22171092,NA,7.003361317675,-37.9297177666295,1006359107.62599,35456431900,NA,-2.5e+07,625558034100,231.775126089776,231.775126089776,3211.49475714432,36311732131.5742,NA,0.63,4.04643881508519,NA,NA,NA,NA,NA,NA,NA,18.6851861283427,18.6851861283427,61.131,64.052,67.118,46.4,60.2,NA,942239990.234375,942239990.234375,NA,NA,NA,NA,NA,NA,0.577844130610775,NA,NA,NA,0,"Haiti",0,NA,NA,NA,NA,NA,19,2,2,2,NA,"Haiti",90,2099,43.6,47.1,50.5,81.6,83.8,1.7,1.9,3,3.2,128,NA,NA,20.3,0.3,3.6,NA,"Haiti",81.5,9.2,"Haiti",165,165,165,47,NA,NA,"Haiti",845.5744,NA,0,-1.68831834808831,NA,NA,NA,0.426850638853771,2.67912844494751,59.7437242887432,314.657608632683,0.385809925378369,2.03197959202528,0.0805296405346849,8.582454124731e-05,1204518035.89515,8.04438159934376
"IDN","Indonesia",2020,NA,5.8,15.6,NA,18979.075,3066450.663,154.080730631506,23.6096962763976,12.6098405783724,110.75,1.81058402027127,1027656193885.38,-2.06551182934165,-2.88509409342301,3780.12163441585,1.9209680056685,0.91127727787002,0.840389268128048,271.85797,27.6583017852777,8.23751146651281,-0.0367609202861789,0,"South-eastern Asia","Asia",14.1441478960553,1.28583472792206,0.29,36849833,18933054000,374.950965732249,177,8735929347,2973,7408.58414123801,2796,0,"DAC",1398337.352,75095.081,165665.165,146335.292,119699.928,24341.113,2294.251,8000.183,2599329.324,NA,NA,NA,"Indonesia",128.319631030817,144.020835663022,"Indonesia",42.9017966486126,2.65546679496765,3.42067289,NA,17.3311682847479,-8.41781579812172,189380670630.348,2083941848300000,NA,-14142473958.1743,1.07229993e+16,144.020835663022,144.020835663022,12523.290429915,3404556313997.13,35.3,0.1,2.82977894811432,3.2,22,27.9,43.3,7.6,15.6,11.5,-0.401651435218994,-0.401651435218994,66.745,68.808,70.982,19.4,22.8,NA,1331750000,1331750000,2.8,62.5,21.8,9.8,26.4,9.6,2.43866732275102,NA,NA,NA,0,"Indonesia",0,NA,NA,NA,NA,NA,13,7,6,6,26,"Indonesia",126,2911,6.2,0.5,NA,6,5.6,0.5,NA,6,5.5,8,NA,NA,31.9,7.2,11.6,2.6,"Indonesia",47.6,130.9,"Indonesia",3,7,3,5,"Indonesia",38.85,"Indonesia",3613.3914,"Indonesia",0,0.171428571428571,NA,0.161290322580645,NA,0.0364860318035575,0.720920497080595,137.009135601279,5316.34466835381,0.0130568176883019,0.506641712599956,0.0184235293015825,3.58581335073528e-05,18896204167,1.83876711680751
"IRN","Iran",2020,8.7,42.5,36.7,7.6,NA,172323.631,719.481539670071,17.5256798918434,26.7610078346309,86.77,0.559783625786403,448766282369.436,3.33028845926594,2.47089226742992,5141.08477649301,30.5941390387295,0,0.83517614833256,87.290193,26.8297680599223,8.54501938219245,-1.19523067474365,0,"Southern Asia","Asia",12.3396196630326,1.61239306260644,0.14,5746702,10932980000,2.07858582855773,18,361856084,591,115.960533595029,573,1,"DAC",138581.834,12620.792,2294.399,1121.308,305.112,622.949,193.247,492.041,148165.859,NA,NA,3.686,"Iran, Islamic Rep.",91.4078582086775,280.216336581802,"Iran, Islamic Rep.",NA,2.01338005065918,5.40149546,NA,19.4246090258049,-12.8290696467213,67474268354.0487,2112807503933000,NA,NA,14557101614967700,280.216336581802,280.216336581802,14468.6113892607,1262967880610.57,35.8,0.03,0,2.8,22.3,27.6,43.2,7,15.9,11.6,44.2649836337424,44.2649836337424,72.102,74.832,77.817,11.1,12.9,NA,249970001.220703,249970001.220703,0.8,29.3,6,NA,21.5,12.7,23.2391718001181,NA,NA,NA,1,"Iran, Islamic Rep.",0,NA,NA,NA,NA,NA,14,3,3,3,6,"Iran (Islamic Republic of)",122,2919,7.3,9.2,8.3,43.3,41.6,3,2.7,14.3,13.6,12,NA,NA,4.9,0.4,3.8,0.3,"Iran (Islamic Republic of)",14.8,13,"Iran",27,53,2,7,"Iran, Islamic Rep.",158.16,"Iran",359.46164,"Iran (Islamic Republic of)",0,-0.0467980295566502,-0.0357142857142856,-0.0576368876080692,-0.0555555555555555,0.000463177807740597,0.0258398498618859,2.56228445713928,97.8800960619841,0.000589976570149129,0.0225372960444015,0.0243623026718386,1.28055565352594e-05,10927233298,2.43494971153034
"JAM","Jamaica",2020,23.3,48.4,1.4,0.7,NA,43518.46,170.984608465162,31.3535740433982,21.5295833416093,100.83,1.91929088695692,13452615521.9861,-9.92032245054413,-10.133126744459,4769.69359417696,5.2267777929352,22.2037347007146,0.236519557799568,2.820436,23.3224393866901,8.47003734579756,0.182150615751743,0,"Latin America and the Caribbean","Americas",1e-20,0.335702769204728,2.05,335362,954927000,1.34239777599748,17,309369317,619,246.154194486743,602,0,"DAC",29374.076,4116.393,706.119,134.011,80.403,2.015,51.593,40.56,36196.428,NA,NA,NA,"Jamaica",194.083851185896,242.603697825336,"Jamaica",106.282373001667,13.6118497848511,6.62580395,NA,NA,NA,NA,NA,NA,-258407890.561314,810757633800,242.603697825336,242.603697825336,9211.84901244436,25981430581.2625,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,3.46419204457331,3.46419204457331,69.818,71.869,73.918,16.2,18.9,NA,70919998.1689453,70919998.1689453,NA,NA,NA,NA,NA,NA,0.32243252555047,NA,NA,NA,0,"Jamaica",0,NA,NA,NA,NA,NA,19,10,2,2,NA,"Jamaica",115,2840,6.7,20.3,26.2,44.9,52,0.2,0.3,0.5,0.6,55,NA,NA,6.5,NA,6,NA,"Jamaica",23.6,0.7,NA,NA,NA,NA,NA,"Jamaica",32.69,"Jamaica",1149.3063,"Jamaica",0,-0.0567685589519651,-0.0130434782608696,-0.0769230769230768,-0.166666666666667,0.0099787121233306,1.82978688482135,0.946560354859992,250.800666663865,0.00633823596664406,1.67937923635344,0.0709844861350068,2.49291299117191e-05,954591638,7.09595570050951
"KAZ","Kazakhstan",2020,NA,2.6,0.5,NA,NA,59128.867,202.02032502464,7.90965890184377,18.0507671125515,118.33,4.21199990309163,205829267103.2,-2.49999999628,-3.75798345050126,10974.2446417632,6.71815454861464,0.218836862121885,1.29863532544565,18.755666,26.0503128616211,9.30330641022293,-0.362640723586082,0,"Central Asia","Asia",10.4042628404486,-1.28806102715556,0.04,3303501,3903015000,12.6148615118263,25,1826869181,680,1167.5143101031,655,0,"DAC",42219.138,2038.876,4409.074,2298.154,2298.154,NA,NA,2097.713,51002.694,NA,NA,NA,"Kazakhstan",316.594486390017,490.096104707737,"Kazakhstan",23.7157605024381,8.29518604278564,3.75,NA,30.5289067989681,-11.3000000009436,53776739645.7323,4455671721400,NA,-5875441739.2,14415342730000,490.096104707737,490.096104707737,33251.4316414896,623652745889.61,28.7,NA,NA,4.3,21.7,24.2,38.8,9.8,16.5,13.2,4.21085829258907,4.21085829258907,67.09,71.37,75.53,9,10.1,NA,81730003.3569336,81730003.3569336,0,13.9,0.4,5.3,9.5,3.2,12.8406951964892,NA,NA,NA,0,"Kazakhstan",0,NA,NA,NA,NA,NA,11,1,1,7,1,"Kazakhstan",143,3383,NA,NA,NA,2.5,2.6,NA,NA,0.2,0.2,6,NA,NA,5.8,0.1,8.2,0.2,"Kazakhstan",6.6,1.3,NA,NA,NA,NA,NA,"Kazakhstan",46.29,"Kazakhstan",283.0406,"Kazakhstan",0,-0.0833333333333334,NA,0,NA,0.00612879873176705,0.567224635511979,17.0243452383745,705.658516729261,0.00806432284468372,0.334265900821732,0.0189623907956835,1.60497146323884e-05,3899711499,1.89463410810511
"KEN","Kenya",2020,24.9,67.7,34.5,12.7,37436.058,1670014.579,200.241465217838,48.2167381219354,16.8408243526996,125.82,0.423520517667392,84035138346.859,-0.272766327438816,-2.25697950274444,1616.50240405855,5.40516207933392,3.08763090265523,2.00970011079671,51.98578,25.154500861974,7.38802008436423,-0.542621338367462,0,"Sub-Saharan Africa","Africa",15.4852257377766,2.0040550366063,0.28,3492552,2894674000,624.242959399856,622,5816896502,4242,3854.67830579475,3620,1,"DAC",877347.276,141549.567,256453.137,127421.928,123572.821,3387.512,461.595,110481.377,1448177.428,13.591,149.265,442.423,"Kenya",94.473642463645,122.695481308957,"Kenya",NA,NA,4.47622252,NA,9.64039992272566,-14.9121027626233,8631487897.67376,876253800000,31,-568783887.869976,8.73306e+12,122.695481308957,122.695481308957,5079.92772835504,264084005302.165,36.2,0.6,62.0229416582766,3,21.8,28.4,44.1,7.3,15.4,11.4,4.94885283291357,4.94885283291357,60.372,62.675,65.062,31.8,43,NA,4222589843.75,4222589843.75,35,91,68.6,NA,44.8,10.4,1.26881196888613,NA,NA,NA,0,"Kenya",0,NA,NA,NA,NA,NA,8,4,4,4,2,"Kenya",101,2263,23.4,22.7,27.1,63.2,72.2,3.4,4.2,9.6,11.3,40,NA,NA,20.1,1.4,3.8,0.3,"Kenya",77,40.2,"Kenya",30,30,30,20,"Kenya",11.46,"Kenya",962.36774,"Kenya",0,-0.0512422360248447,-0.0641025641025641,-0.0714285714285713,-0.0854700854700855,0.742835641946901,4.58698394698226,599.92098858709,2746.58444209308,0.711945762104346,3.25946114740079,0.0344459955316798,4.15606146274708e-05,2891181448,3.44044349170523
"KGZ","Kyrgyzstan",2020,0.9,6.4,0.4,NA,78.364,143073.596,165.523327506819,13.0314234933932,15.5555720102508,110.47,-4.85484703138399,7354379549.41978,-7.14897757727955,-8.89454688284506,1117.70384799462,6.32542296338078,31.8069826721848,1.89786382312175,6.5799,22.7185618297827,7.01903172416512,-0.737680011987687,0,"Central Asia","Asia",1e-20,-0.494029855792244,0.342863306704002,268019,529574000,8.3894136211731,63,560319985,1124,406.868621348868,1061,0,"DAC",91802.924,19246.722,12107.849,3039.821,2534.109,505.712,NA,6898.291,132003.674,NA,521.877,NA,"Kyrgyz Republic",78.0685315885704,105.340185535087,"Kyrgyz Republic",70.6625844199818,4.4303994178772,5.26,NA,29.5818778074207,-27.1714505995217,1975205654.65851,159451700000,NA,582405200,607259800000,105.340185535087,105.340185535087,5661.25820738967,37250512878.8033,29,0.11,0,4,22.1,24,38.5,9.4,16.9,13.1,5.34018553508729,5.34018553508729,67.8,71.8,76,15.9,17.8,NA,499739990.234375,499739990.234375,1.3,67.6,18.7,25.3,22.6,5,6.52758010092793,NA,NA,NA,0,"Kyrgyz Republic",0,NA,NA,NA,NA,NA,11,1,1,7,NA,"Kyrgyzstan",119,2733,4.6,0.9,0.9,6.1,6.6,NA,NA,0.1,0.1,26,NA,NA,11.1,0.1,6.1,NA,"Kyrgyzstan",41,2.7,NA,NA,NA,NA,NA,NA,NA,"Kyrgyzstan",892.2955,"Kyrgyzstan",0,-0.015873015873016,-0.125,0,NA,0.114073710294636,5.53233102282527,11.3968297776156,343.009176839918,0.143888045227799,4.33058323356112,0.0720079778914566,3.64434549779451e-05,529305981,7.19715344364787
